Token,Item Name,Description,Category,GTIN,SKU,Variation Name,Unit and Precision,Price,Option Name 1,Option Value 1,Option Name 2,Option Value 2,Default Unit Cost,Default Vendor Name,Default Vendor Code,Current Quantity Basic Bee,New Quantity Basic Bee,Stock Alert Enabled Basic Bee,Stock Alert Count Basic Bee,Tax - Michigan Sales Tax (6%)
4YTLJRSFQNKPWWTLUREHEYXZ,Cross Colours Crop T-Shirt,,Tops,,CCCrops,small,,32.00,Size,small,,,16.00,Cross Colours,,1,,,,Y
RKDUWORKICIFEPCZ4GQVIBIA,Cross Colours Crop T-Shirt,,Tops,,CCCropm,medium,,32.00,Size,medium,,,16.00,Cross Colours,,1,,,,Y
ZCIH4XYLATVRIQJXD467KD3W,Cross Colours Crop T-Shirt,,Tops,,CCCropl,large,,32.00,Size,large,,,16.00,Cross Colours,,1,,,,Y
MXQWOFPPNFG3LBNT6VAKMJAO,D shaped Earrings,,Accessories,,457545,Gold,,15.00,Metal,Gold,,,4.00,Wona Trading,,0,,,,Y
5BBJMGVXLETU52IO4HTPTQHQ,D shaped Earrings,,Accessories,,457546,Silver,,15.00,Metal,Silver,,,4.00,Wona Trading,,1,,,,Y
IEEN4EM6Z3XAPQG3KNJKNUF5,Daisy Distressed Sweatshirt,Soft knit sweatshirt with distressed detail ,Hoodies,,AT0177X,"x-small, Grey",,45.00,Size,x-small,Color,Grey,22.50,Baily Rose,,1,,,,Y
SOJETA6UKTHFM3ZMDSZ3QR5W,Daisy Distressed Sweatshirt,,Hoodies,,AT0177S,"small, Grey",,45.00,Size,small,Color,Grey,22.50,Baily Rose,,1,,,,Y
JWREQBJ4ZEHODNIDGXEDK4WX,Daisy Distressed Sweatshirt,,Hoodies,,AT0177M,"medium, Grey",,45.00,Size,medium,Color,Grey,22.50,Baily Rose,,2,,,,Y
DWUXFCAF4WC2RX3U5U5P5RRN,Daisy Distressed Sweatshirt,,Hoodies,,AT0177L,"large, Grey",,45.00,Size,large,Color,Grey,22.50,Baily Rose,,0,,,,Y
CEHR3ISBH2EXJMT5OST6LDA3,Denim Cross Back Bralette,"78% Cotton
18% Polyester
4% Spandex

Cup Fit
S: 32B, 34A, 34B
M: 34B, 36A, 36B
L: 36B, 38A, 38B",Accessories,,5265S,small,,20.00,Size,small,,,5.50,Leto Wholesale,,2,,Y,0,Y
7FSJDIYP26TX5WQY2SOAZDWI,Denim Cross Back Bralette,,Accessories,,5265M,medium,,20.00,Size,medium,,,5.50,Leto Wholesale,,2,,Y,0,Y
3XHCNZKHI5A4Z5BYO7SY2WXT,Denim Cross Back Bralette,,Accessories,,5265L,large,,20.00,Size,large,,,5.50,Leto Wholesale,,2,,Y,0,Y
ID54JATGRIG4KFUTXN2Y74I5,Denise Dangle Earrings,,Accessories,,370184,Regular,,15.00,,,,,2.75,Wona Trading,,1,,,,Y
A66OJ3BNFXIC73QM3KT3DKQD,Devile Unitard,"For when you just aren't feeling a dress, rock your body in a playsuit. The devile has the perfect combo of texture and colour with it's sheer black finish, bodycon fit, 3/4 leg and chunky straps. Amp up this one piece wonder with a statement boot and bold eye.

MODEL WEARS:S - MODEL HEIGHT:5'7 - FABRIC CONTENT:100% NYLON",Jumpsuits,,BSMS,small,,69.00,Size,small,,,28.00,Motel Rocks,,1,,,,Y
WUZLLVVHUMQWJBCBSQIFVWWN,Devile Unitard,,Jumpsuits,,BSMM,medium,,69.00,Size,medium,,,28.00,Motel Rocks,,1,,,,Y
JUKVSUYD7TVDYKXKQCMOY6UG,Devile Unitard,,Jumpsuits,,BSML,large,,69.00,Size,large,,,28.00,Motel Rocks,,1,,,,Y
DLFYAWE7MI5GMVJJWG3M4GRE,Dionne Terry Joggers,"Elastic band waist Terry jogger pant 
SIZE & FIT :Model Wears Size Small
Model's Height: 5'9

This garment has undergone a special process which results in variations of shading and color.",Sweatpants,,214PS,"Tan, small",,49.00,Color,Tan,Size,small,26.00,Emory Park,,3,,,,Y
2MUUBZGXYACUQBX5FGPXH4XL,Dionne Terry Joggers,,Sweatpants,,214PM,"Tan, medium",,49.00,Color,Tan,Size,medium,26.00,Emory Park,,2,,,,Y
FBTJX35DJDFM32637K5DCTO5,Dionne Terry Joggers,,Sweatpants,,214PL,"Tan, large",,49.00,Color,Tan,Size,large,26.00,Emory Park,,1,,,,Y
PQQD5HDW5FGFEPONA5M4RJTL,Dionne Terry Joggers,,Sweatpants,,214PTS,"Teal, small",,49.00,Color,Teal,Size,small,26.00,Emory Park,,1,,,,Y
F7RVQK4RU3YFBCL42333QDRW,Dionne Terry Joggers,,Sweatpants,,214PTM,"Teal, medium",,49.00,Color,Teal,Size,medium,26.00,Emory Park,,2,,,,Y
CUYZVEL46N2OFNJB4CCLBJHH,Dionne Terry Joggers,,Sweatpants,,214PTL,"Teal, large",,49.00,Color,Teal,Size,large,26.00,Emory Park,,1,,,,Y
5UBRHF2TUUQN7WOHJAU3NMMU,Dionne Terry Joggers,,Sweatpants,,214POS,"Olive, small",,49.00,Color,Olive,Size,small,26.00,Emory Park,,2,,,,Y
PASL3GOJEVRVAHEZ5CJANIRR,Dionne Terry Joggers,,Sweatpants,,214POM,"Olive, medium",,49.00,Color,Olive,Size,medium,26.00,Emory Park,,2,,,,Y
TGP4ZLXIE7VYRIPLGOYD5M5R,Dionne Terry Joggers,,Sweatpants,,214POL,"Olive, large",,49.00,Color,Olive,Size,large,26.00,Emory Park,,1,,,,Y
QZ7ZU6ILHVC2QZCYHOGOJ3KG,Dionne Terry Joggers,,Sweatpants,,214PMS,"Mocha, small",,49.00,Color,Mocha,Size,small,26.00,Emory Park,,2,,,,Y
PV5J4NFAVKCROHI5J2LR46SI,Dionne Terry Joggers,,Sweatpants,,214PMM,"Mocha, medium",,49.00,Color,Mocha,Size,medium,26.00,Emory Park,,1,,,,Y
MNR5XKAFRSEZTCY67EEF2R42,Dionne Terry Joggers,,Sweatpants,,214PML,"Mocha, large",,49.00,Color,Mocha,Size,large,26.00,Emory Park,,1,,,,Y
CVTKWEA7BFAH7QRZCDK7ETYC,Dionne Terry Joggers,,Sweatpants,,214PPS,"Peach, small",,49.00,Color,Peach,Size,small,26.00,Emory Park,,0,,,,Y
BJAZZGUXOMK4O5FKLKSNIK5V,Dionne Terry Joggers,,Sweatpants,,214PPM,"Peach, medium",,49.00,Color,Peach,Size,medium,26.00,Emory Park,,2,,,,Y
F4TGOWFIEW3UC6WHB4WIK5FP,Dionne Terry Joggers,,Sweatpants,,214PPL,"Peach, large",,49.00,Color,Peach,Size,large,26.00,Emory Park,,1,,,,Y
HUQUJCJ2XCQBXOMCAYV2ZLRG,Distressed Leggings,"Size: One Size
Description: Plain Jersey",Leggings,,NB7389,Regular,,22.00,,,,,11.00,Niki Biki,,4,,,,Y
PDXOHRRGXWJZROKX644RQ2D2,Donna Kiona Short Faux Fur Hoodie,Faux fur hoodie with strings at hood and front pocket.  ,Hoodies,,7553XS,x-small,,89.00,Size,x-small,,,35.00,Vero Moda,,1,,,,Y
TTF7SK4DX5HXLIV25WYVPG6N,Donna Kiona Short Faux Fur Hoodie,,Hoodies,,7553S,small,,89.00,Size,small,,,35.00,Vero Moda,,1,,,,Y
COL2VC2VZI7DRBP7SKO2W2RM,Donna Kiona Short Faux Fur Hoodie,,Hoodies,,7553M,medium,,89.00,Size,medium,,,35.00,Vero Moda,,2,,,,Y
FIEGSYG3K4LAQLDB2MMAGI3M,Donna Kiona Short Faux Fur Hoodie,,Hoodies,,7553L,large,,89.00,Size,large,,,35.00,Vero Moda,,1,,,,Y
CVDPL7PLM4TOWDE5VU32ONUY,Donna Kiona Short Faux Fur Hoodie,,Hoodies,,7553XL,x-large,,89.00,Size,x-large,,,35.00,Vero Moda,,1,,,,Y
ZS5OILETXSQSW4BIZHITMQAT,Double Heart Studs,,Accessories,,486397,Regular,,10.00,,,,,3.50,Wona Trading,,1,,,,Y
3B7I5KUMWEP2YB43GW7STFAT,Double Wishbone Earrings,,Accessories,,475843,Regular,,15.00,,,,,3.50,Wona Trading,,1,,,,Y
5ARXGGNYVPEWV6OMBQ6TMSUF,Dusters by Rolla's Jeans,"Rolla's x Sofia Richie. <br /><br />The Dusters is a slim fit jean with a high rise that falls to a slim, 28 inch cigarette leg. Old Stone is authentic vintage wash in a true rigid denim with no stretch. This style has been designed to be worn tight - it will loosen, soften and shape to the body with wear for a truly flattering look. Those who normally wear stretch jeans should take one size up. If you are in between sizes, take the larger size. Features our signature back pocket stitching.",Gifts,,054 24,24,,99.00,Jean Size,24,,,46.50,Rolla's,,1,,,,Y
5W7IKZDTSQOL3NTMJV3J7WHB,Dusters by Rolla's Jeans,,Gifts,,054 25,25,,99.00,Jean Size,25,,,46.50,Rolla's,,2,,,,Y
VQHXAPORFIROID3HT2KJ3AV7,Dusters by Rolla's Jeans,,Gifts,,054 26,26,,99.00,Jean Size,26,,,46.50,Rolla's,,1,,,,Y
OFO5HTTJCMTBP5IHPONYQQEA,Dusters by Rolla's Jeans,,Gifts,,054 27,27,,99.00,Jean Size,27,,,46.50,Rolla's,,2,,,,Y
S5SVKMVYHF637RXPZVQH66LW,Dusters by Rolla's Jeans,,Gifts,,054 28,28,,99.00,Jean Size,28,,,46.50,Rolla's,,2,,,,Y
D32OV7S5QDQ5R6MZEIKEOBJO,Dusters by Rolla's Jeans,,Gifts,,054 29,29,,99.00,Jean Size,29,,,46.50,Rolla's,,2,,,,Y
UWN4N7L4GWC2AYW2NYMBREVL,Dusters by Rolla's Jeans,,Gifts,,054 30,30,,99.00,Jean Size,30,,,46.50,Rolla's,,2,,,,Y
PA4VMSMJJMO3ENH4A2PI3U2U,Dusters by Rolla's Jeans,,Gifts,,054 31,31,,99.00,Jean Size,31,,,46.50,Rolla's,,1,,,,Y
PHMD3T6RFDVNVXAU5HP3RULC,Dusters by Rolla's Jeans,,Gifts,,054 32,32,,99.00,Jean Size,32,,,46.50,Rolla's,,1,,,,Y
JX4FCIXVAAJIT4L66YT634ET,Dylan Velvet Jumpsuit,"Show off your chic style in this midnight black velvet jumpsuit, cut with billowy sleeves and wide-swept legs.<br /><br />Pull-on style<br />Surplice V-neck<br />Long balloon sleeves<br />Removable sash<br />96% polyester, 4% elastane<br />Machine wash, dry flat",Jumpsuits,,x25119,x-small,,69.00,Size,x-small,,,29.00,Vero Moda,,0,,,,Y
XX3JNODE3JMGILRQFJ5TIMOY,Dylan Velvet Jumpsuit,,Jumpsuits,,s25119,small,,69.00,Size,small,,,29.00,Vero Moda,,,,,,Y
ED67OPG4SPXQUGO5MLHCOFPI,Dylan Velvet Jumpsuit,,Jumpsuits,,m25119,medium,,69.00,Size,medium,,,29.00,Vero Moda,,0,,,,Y
O5RALSWI5FDHMRMMOJCDIOBT,Dylan Velvet Jumpsuit,,Jumpsuits,,l25119,large,,69.00,Size,large,,,29.00,Vero Moda,,2,,,,Y
MWIWAITV6OBHCGCKL5LLTZG2,Dylan Velvet Jumpsuit,,Jumpsuits,,xl25119,x-large,,69.00,Size,x-large,,,29.00,Vero Moda,,1,,,,Y
6N2VECCJ4ILUIFLZFDDFBHUZ,Dyrana Top,"Looking for the perf crop? Look no further, the Dyrana Top is here and it features a cropped fit, thin straps, and black lace detailing. Style with black high waist jeans and your fave heels for a hot date night look or throw on a faux leather jacket and chunky boots for a more grunge feel.

MODEL WEARS:S - MODEL HEIGHT:5'7 - FABRIC CONTENT:95% POLYESTER 5% ELASTANE",Tops,,394XS,x-small,,42.00,Size,x-small,,,18.00,Motel Rocks,,1,,,,Y
FZMXSVNFT7WU7L6CEKNGMXLB,Dyrana Top,,Tops,,394S,small,,42.00,Size,small,,,18.00,Motel Rocks,,0,,,,Y
LSCKMX4TTPIP4S2NVGTVVDTP,Dyrana Top,,Tops,,394M,medium,,42.00,Size,medium,,,18.00,Motel Rocks,,1,,,,Y
AGQEAZCGNFTSGVCMZ5GAIBEW,Dyrana Top,,Tops,,394L,large,,42.00,Size,large,,,18.00,Motel Rocks,,1,,,,Y
Z24WUOTW5A3FTFXNOMIDJNWP,Dyrana Top,,Tops,,394XL,x-large,,42.00,Size,x-large,,,18.00,Motel Rocks,,1,,,,Y
I2R4GBJZBIXRO3UPK3J3DCMM,Dyrana Top,,Tops,,394XXS,xx-small,,42.00,Size,xx-small,,,18.00,Motel Rocks,,1,,,,Y
EXPL6ALCA62VYUQOM6OAAPAT,Eat Cake Queen Card,"Handcrafted greeting card.
Size A2 (4.25 x 5.5) folded.
One card and one envelope per single card order.
Blank inside.",Gifts,,362CS,default,,5.00,,,,,2.50,Carla Sue Greeting Cards,,5,,,,Y
MWN556NXXLQKTC2K6BZWMZP6,Elci Corset,"This is the perfect piece for your jeans and nice top combo! In a cropped corset design it comes in a grey flock print and features a fasten up hook front, square neckline, and thick straps.   Add black PU trousers to complete your look.

MODEL WEARS:S - MODEL HEIGHT:5'7 - FABRIC CONTENT: 95% POLYESTER 5% SPANDEX",Tops,,elcixs,x-small,,51.00,Size,x-small,,,23.00,Motel Rocks,,1,,,,Y
XGPCWU6BIKCPMMP2G6WGPTTW,Elci Corset,,Tops,,elcis,small,,51.00,Size,small,,,23.00,Motel Rocks,,2,,,,Y
HELZOLCAHRHTLSDWUSBQ6T7L,Elci Corset,,Tops,,elcim,medium,,51.00,Size,medium,,,23.00,Motel Rocks,,2,,,,Y
Y33WBPULLGW4LQVB3DIYCJ5H,Elci Corset,,Tops,,elcil,large,,51.00,Size,large,,,23.00,Motel Rocks,,1,,,,Y
UP7AZBLGWM3SQOVAHKAQVCZY,Elci Corset,,Tops,,elcixl,x-large,,51.00,Size,x-large,,,23.00,Motel Rocks,,,,,,Y
6RAAPWTUIB46Q232TZIKQIQF,Elise Fur Jacket,,Jackets,,51454X,x-small,,80.00,Size,x-small,,,35.00,Sage the Label,,1,,,,Y
R2TM4QM3K3YHG3OUBULV3UHK,Elise Fur Jacket,,Jackets,,51454S,small,,80.00,Size,small,,,35.00,Sage the Label,,1,,,,Y
CFKCKUSJ7QGRIFO2DGMVHKKI,Elise Fur Jacket,,Jackets,,51454M,medium,,80.00,Size,medium,,,35.00,Sage the Label,,2,,,,Y
A5FHN4NJP4YKAMRFQPBRLNPU,Elise Fur Jacket,,Jackets,,51454L,large,,80.00,Size,large,,,35.00,Sage the Label,,0,,,,Y
PH5YIXO2UNJISRYXYDXEQG2R,Elle by Rolla's Jeans,"Formed in a rigid denim, with a super high rise waist, our classic back pocket details giving the most authentic fit, plus a slight light wash through the front and back yolk. Create an effortless ensemble and pair with soft tones and black boots.",Jeans,,637 24,24,,99.00,Jean Size,24,,,46.50,Rolla's,,0,,,,Y
WO65JL6O4YRULLHGT2XVIBDQ,Elle by Rolla's Jeans,,Jeans,,637 25,25,,99.00,Jean Size,25,,,46.50,Rolla's,,2,,,,Y
M5DQ6ET7HNE5EEYBYJ344E2J,Elle by Rolla's Jeans,,Jeans,,637 26,26,,99.00,Jean Size,26,,,46.50,Rolla's,,1,,,,Y
A46PBNA7BFRGQHRB7ZQERUPN,Elle by Rolla's Jeans,,Jeans,,637 27,27,,99.00,Jean Size,27,,,46.50,Rolla's,,2,,,,Y
HZW3MQI2UQRYLWRDJIQ6RHRT,Elle by Rolla's Jeans,,Jeans,,637 28,28,,99.00,Jean Size,28,,,46.50,Rolla's,,2,,,,Y
UXE4VGZSNMQFSD5AFZLJWFKA,Elle by Rolla's Jeans,,Jeans,,637 29,29,,99.00,Jean Size,29,,,46.50,Rolla's,,2,,,,Y
C7XVC3AH6KETZKEGMXDKQF2O,Elle by Rolla's Jeans,,Jeans,,637 30,30,,99.00,Jean Size,30,,,46.50,Rolla's,,2,,,,Y
7DKWIL4NVNC57OFN4JE6UBEY,Elle by Rolla's Jeans,,Jeans,,637 31,31,,99.00,Jean Size,31,,,46.50,Rolla's,,1,,,,Y
2SMGATQNKJDDK7NUKKWHDDCR,Elle by Rolla's Jeans,,Jeans,,637 32,32,,99.00,Jean Size,32,,,46.50,Rolla's,,1,,,,Y
KAE6N6AWPC4PXUSY5BW5OB57,Essential White Button Up Shirt,Women's white oversized button-up shirt featuring a collared neckline and long cuffed sleeves.<br />,Tops,,0086WHs,small/medium,,70.00,Group sizing,small/medium,,,39.00,J.ING,,1,,,,Y
DOWBIF5J32NMA3YZ6XZI5D4O,Essential White Button Up Shirt,,Tops,,0086WHm,medium/large,,70.00,Group sizing,medium/large,,,39.00,J.ING,,1,,,,Y
7UW7O4SGS6BUK6SE3TBV2JFP,Evil Eye Heart Necklace,,Accessories,,468210S,Silver,,12.00,Metal,Silver,,,5.25,Wona Trading,,1,,,,Y
EAPOXDBBJ43EQQVPOJZLVGMF,Face Mask,,Accessories,,MaskB,Black,,10.00,Color,Black,,,3.50,Amite,,1,,,,Y
GOOFO6YHXYLM6IVELQ5MJJEX,Face Mask,,Accessories,,MaskGR,Grey,,10.00,Color,Grey,,,3.50,Amite,,2,,,,Y
AYB4PYE57UKY5TMK2FVGDXBT,Face Mask,,Accessories,,MaskP,Pink,,10.00,Color,Pink,,,3.50,Amite,,1,,,,Y
YZ4QGIOORGJWWWGWVREPMAYQ,Face Mask,,Accessories,,MaskN,Navy,,10.00,Color,Navy,,,3.50,Amite,,3,,,,Y
RGAT4LC6YBFU4323NP3JKAIB,Face Mask,,Accessories,,MaskGC,Gold Chain,,10.00,Color,Gold Chain,,,3.50,Amite,,1,,,,Y
KK7YSNLZSMSCUAN7LO6M7MMX,Face Mask,,Accessories,,MaskR,Rainbow,,10.00,Color,Rainbow,,,3.50,Amite,,3,,,,Y
BXHFCCXK75TWHZ5SBLQW3LJ3,Face Mask,,Accessories,,MaskSC,Silver Chain,,10.00,Color,Silver Chain,,,3.50,Amite,,3,,,,Y
T5UTKZL36F6WP46XRRKD4GEJ,Face Mask,,Accessories,,MaskD,Disco,,10.00,Color,Disco,,,3.50,Amite,,1,,,,Y
T6DRLPVFTRKVVOIBMUAJZ5JT,Face Mask,,Accessories,,MaskL,Leather,,10.00,Color,Leather,,,3.50,Amite,,2,,,,Y
JUHFSFUQIB3AGNCC44EBQICC,Face Mask,,Accessories,,MaskG,Gold,,10.00,Color,Gold,,,3.50,Amite,,2,,,,Y
Z2CABEO35LXPT4EZ6ZOXQJ7K,Fanta T-shirt,Wanna Fanta?,Tees,,fantas,small,,37.00,Size,small,,,14.70,,,,,,,Y
BSZCVGAKQG6JKQOFYN22UYXB,Fanta T-shirt,,Tees,,fantam,medium,,37.00,Size,medium,,,14.70,,,,,,,Y
RHUSFGNBBQGMZNDLLBECHSRO,Fanta T-shirt,,Tees,,fantal,large,,37.00,Size,large,,,14.70,,,,,,,Y
IGO3JFOKSCN47N7SIWT6CMQD,Faux Fur Bucket Bag,,Accessories,,FURBAG,Regular,,35.00,,,,,17.00,AliExpress,,1,,,,Y
3H6MNZPF75QYTAPVXDH4NHO7,Faux Fur Handbag,,Accessories,,FurBlk,Black,,17.00,Color,Black,,,8.25,AliExpress,FurBlk,1,,,,Y
75R5LHGLTUZHKLUBSHURWYZC,Faux Fur Handbag,,Accessories,,FurTan,Tan,,17.00,Color,Tan,,,8.25,AliExpress,FurTan,2,,,,Y
KPBH3HWHBK2PJD5GRFIWI6L2,Faux Fur Handbag,,Accessories,,FurPnk,Pink,,17.00,Color,Pink,,,8.25,AliExpress,FurPnk,1,,,,Y
RSHCYD4MXB6JB26ZAM2SS733,Faux Leather Back Pack,"Faux leather backpack with polyester lining. Features pockets to hold electronics.

Size 9x4x10 inches",Accessories,,BPBLCK,Black,,60.00,Color,Black,,,32.00,AliExpress,,2,,,,Y
6RJSRWSF2G22PPCZ4VRRXAVW,Faux Leather Back Pack,,Accessories,,BPBRWN,Brown,,60.00,Color,Brown,,,32.00,AliExpress,,1,,,,Y
2DAJ5KBB6QBEWEDEMZMBYZDS,Faux Leather Leggings,,Pants,,65ABS,small,,30.00,Size,small,,,7.00,Zenana,,0,,,,Y
HDMIRG3APH2SDLLHMZAVZ27C,Faux Leather Leggings,,Pants,,65ABM,medium,,30.00,Size,medium,,,7.00,Zenana,,0,,,,Y
5SVD56IC74KHX235DZJON2L7,Faux Leather Leggings,,Pants,,65ABL,large,,30.00,Size,large,,,7.00,Zenana,,2,,,,Y
5OST3PRJDLWG2NSEKETLKJB6,Faux Leather Leggings,,Pants,,65ABXL,x-large,,30.00,Size,x-large,,,7.00,Zenana,,1,,,,Y
RC5COVXXABID4LCBAF4SLD2H,Faux Leather Long Line Bralette,"100% PU

Cup Fit
S: 32B 32C 34A 34B
M: 32D 34C 36A 36B
L: 32DD 34D 36C 38A 38B",Accessories,,353BS,"Black, small",,30.00,Color,Black,Size,small,7.80,Leto Wholesale,,1,,,,Y
XKR6POEVID4ZVFT3DHZMRD73,Faux Leather Long Line Bralette,,Accessories,,353BM,"Black, medium",,30.00,Color,Black,Size,medium,7.80,Leto Wholesale,,2,,,,Y
Q64T6ICNFLCHHTDX56EGZ3IS,Faux Leather Long Line Bralette,,Accessories,,353BL,"Black, large",,30.00,Color,Black,Size,large,7.80,Leto Wholesale,,1,,,,Y
HTZ2QVHZTGJYSYM43RRLP3MM,Faux Leather Long Line Bralette,,Accessories,,353BRS,"Brown, small",,30.00,Color,Brown,Size,small,7.80,Leto Wholesale,,2,,,,Y
IUIRSHWC4BGZR3DL3D62ME55,Faux Leather Long Line Bralette,,Accessories,,353BRM,"Brown, medium",,30.00,Color,Brown,Size,medium,7.80,Leto Wholesale,,1,,,,Y
3TKUJNQO6JXA2KDWOU6V43PJ,Faux Leather Long Line Bralette,,Accessories,,353BRL,"Brown, large",,30.00,Color,Brown,Size,large,7.80,Leto Wholesale,,0,,,,Y
PPDZWXQHW6MCEKPPUEFKJSBS,Faux Leather Woven Earrings,,Accessories,,475194,Regular,,15.00,,,,,4.00,Wona Trading,,1,,,,Y
KTCMKFFKYYQDRQNB6ATV4TK4,Faux Shoulder Pad Sweater,Knitted pullover. Relaxed fit. Soft and stretchy knit material. Details at the shoulders. Voluminous sleeves. Length: 53 cm in a size S. The model is 172 cm tall and wears a size S. Knitted pullover with voluminous sleeves and details at the shoulders. The pullover looks great with a pair of skinny jeans and boots for everyday wear.,Sweaters,,x37391,x-small,,65.00,Size,x-small,,,22.00,Vero Moda,,2,,,,Y
UERUCB6F4VRVETNUA63HLB2O,Faux Shoulder Pad Sweater,,Sweaters,,s37391,small,,65.00,Size,small,,,22.00,Vero Moda,,,,,,Y
UFOGT5CWOW6L5QDU34OWWJFN,Faux Shoulder Pad Sweater,,Sweaters,,m37391,medium,,65.00,Size,medium,,,22.00,Vero Moda,,,,,,Y
LZ2CJW3RLIM2WCOOAPUDTT2K,Faux Shoulder Pad Sweater,,Sweaters,,l37391,large,,65.00,Size,large,,,22.00,Vero Moda,,2,,,,Y
DN3LEHPV6VZMGLHGUG377N7A,Faux Shoulder Pad Sweater,,Sweaters,,xl37391,x-large,,65.00,Size,x-large,,,22.00,Vero Moda,,2,,,,Y
IPLOZD25HKTKW2RT7K3EAJ7Z,Faux Suede Crossbody,"Studded Crossbody faux suede bag
Size:  7.5(L)x3.1(W)x5.9(H)""",Accessories,,FAUXB,Black,,40.00,,,,,19.00,American Bazi,,0,,,,Y
2DYCR3A273UHHAKV7UIVCJF7,Faux Suede Crossbody,,Accessories,,FAUXT,Teal,,40.00,,,,,19.00,AliExpress,,1,,,,Y
64WXLWM4W3V36G7RU5HTPLCR,Faux Suede Crossbody,,Accessories,,FAUXTA,Tan,,40.00,,,,,19.00,AliExpress,,1,,,,Y
IKNLLP34N36ODOPR4JCQKSPJ,Faux Suede drawstring bag,,Accessories,,SuedeBL,Black,,35.00,,,,,17.00,AliExpress,,0,,,,Y
H2CZYZ54K3RESIS7UXW5ILKX,Faux Suede drawstring bag,,Accessories,,SuedeC,Chocolate,,35.00,,,,,17.00,AliExpress,,1,,,,Y
JNQQ7MXXOQP73UGVES2OA6VP,Faux Suede drawstring bag,,Accessories,,SuedeT,Tan,,35.00,,,,,17.00,AliExpress,,1,,,,Y
QJ2BKY7HLLL72E5OFU2W3CLG,Faux Suede drawstring bag,,Accessories,,SuedeB,Berry,,35.00,,,,,17.00,AliExpress,,1,,,,Y
IYS2PA56GRMWPFPJOKEU6IYK,Faye Fuzzy Sweater,"Fuzzy long sleeve crop top <br />64% NYLON, 27% VISCOSE, 9% POLYESTER",Sweaters,,313TS,small,,38.00,Size,small,,,19.00,Salty,,0,,,,Y
ZC3SEPUNSIHNG4QC4ZKER6RW,Faye Fuzzy Sweater,,Sweaters,,313TM,medium,,38.00,Size,medium,,,19.00,Salty,,2,,,,Y
GA7RQXPPXHOYBFSALSNYUXSZ,Faye Fuzzy Sweater,,Sweaters,,313TL,large,,38.00,Size,large,,,19.00,Salty,,0,,,,Y
74PSAYEY5U3X4ASXWGHAWB2E,February 14th Card,"February 14th Is Just Another Day! A perfect Valentines Day card for a lover or friend. 

Card ONLY - This card is blank inside and ready for you to write a personal message.

Details:

-Measures 4 x 5.5 inches
-Printed on acid and lignin free white card stock (A2) folded
-Brown Kraft envelope
-Blank inside
-Packaged in a plastic protective sleeve",Gifts,,14THC,default,,5.00,,,,,2.50,Honest AF,,6,,,,Y
F2PVOTG5NTE3KCJ22OUVFLDE,Felicia Fleece Skirt,"Fleece high waist mini skirt with hidden zipper closure in back.  Some stretch, soft material.  
50% POLYESTER 50% COTTON",Skirts,,felss,small,,35.00,Size,small,,,12.00,Tic Toc,,3,,,,Y
OKDKIDW2ORGXJGIS4YR4FL6T,Felicia Fleece Skirt,,Skirts,,felsm,medium,,35.00,Size,medium,,,12.00,Tic Toc,,2,,,,Y
MDUATZL7JP2JIHYHFS3YIE3W,Felicia Fleece Skirt,,Skirts,,felsl,large,,35.00,Size,large,,,12.00,Tic Toc,,1,,,,Y
7Q5ZMQCCWQEYB2LSIOT43NKC,Felicia Fleece Top,"Fleece top with two way zipper closure.  Some stretch, soft material.  
50% POLYESTER 50% COTTON",Tops,,felts,small,,30.00,Size,small,,,12.00,Tic Toc,,3,,,,Y
3FFVDCAC4K77BUEBNGNZDX2N,Felicia Fleece Top,,Tops,,feltm,medium,,30.00,Size,medium,,,12.00,Tic Toc,,2,,,,Y
B4G3P3RLJ6CR7UA4AVC3GDUM,Felicia Fleece Top,,Tops,,feltl,large,,30.00,Size,large,,,12.00,Tic Toc,,1,,,,Y
H6B4GDBR7ID5G7VVEORV5JKO,Flip Up Sunglasses,,Accessories,,blue,Blue,,24.00,Color,Blue,,,8.13,,,,,,,Y
W77MNFFJKPCAVDKDLZ2HZOQN,Flip Up Sunglasses,,Accessories,,black,Black,,24.00,Color,Black,,,8.13,,,,,,,Y
D3MHSW4FRKFEIL63UHZ55AYP,Flip Up Sunglasses,,Accessories,,brown,Brown,,24.00,Color,Brown,,,8.13,,,,,,,Y
7UXTCKSTS45JISZQBSNVAH3P,Fran French Terry Shorts,"Soft French Terry shorts with slit

95% COTTON, 5% SPANDEX",Shorts,,tryshx,x-small,,32.00,Size,x-small,,,16.00,Baily Rose,,1,,,,Y
NQGHVWB3LACXAWKGM6SWHC3N,Fran French Terry Shorts,,Shorts,,tryshs,small,,32.00,Size,small,,,16.00,Baily Rose,,0,,,,Y
U3YOUFQHUOP3T73DNOGLZKZ5,Fran French Terry Shorts,,Shorts,,tryshm,medium,,32.00,Size,medium,,,16.00,Baily Rose,,2,,,,Y
NT5DNZND4FD4HTKYKTGBXOI5,Fran French Terry Shorts,,Shorts,,tryshl,large,,32.00,Size,large,,,16.00,Baily Rose,,1,,,,Y
VEWV5YCXRO6F3CZFMJFTST4O,Fran French Terry Top,"Soft French Terry collar top

95% COTTON, 5% SPANDEX",Tops,,trysrtx,x-small,,36.00,Size,x-small,,,18.00,Baily Rose,,1,,,,Y
